Year,Title,Raw Text Length,Raw Text Word Count,Raw Text Unique Word Count,Cleaned Text Length,Cleaned Text Word Count,Cleaned Text Unique Word Count,Title Name,entropies,entropies_norm,Scaling_Exponent_Heaps_law,Scaling_Exponent_Zipf_Mandelbrot_law,Group
1926,47,93953,12384,1847,90986,12328,1834,Telecommunications,7.563494676203,0.6976892921808667,0.4405823140014443,1.4620689795779709,Economy
1926,48,837158,119292,10711,808559,117252,10328,Territories and Insular Possessions,9.428614063765426,0.7070962070467429,0.2963539976004049,1.0467406615075454,National Defense
1926,49,368557,49019,5141,358297,48654,5099,Transportation,8.618168971044534,0.6997539732758747,0.4755421785784304,1.619143388510919,Economy
1926,50,150290,20859,3464,141212,20270,3401,War and National Defense,8.87775135329094,0.7567290839309948,0.4434681755410398,1.3054285216921986,National Defense
1934,1,9569,1545,442,9346,1501,431,General Provisions,7.563262687732041,0.8642203749036784,0.5665979275394949,0.8402167777677338,Government Structure
1934,2,144239,22496,2283,141404,21830,2235,The Congress,8.381097897708853,0.7532854005425016,0.4276579230193875,1.05210695900581,Government Structure
1934,3,36739,6249,925,36289,6114,913,The President,7.782239204225338,0.7913226003383094,0.6157843000734954,0.9970297163344238,Government Structure
1934,4,6642,1152,331,6495,1107,324,"Flag and Seal, Seat of Government, and the States",7.1047524534596,0.8519041051100651,0.7074210957301557,0.9683742889659556,Government Structure
1934,5,568507,90980,4908,551788,87643,4755,Government Organization and Employees,8.785047049573336,0.7191880397447246,0.390690259237354,1.1212256214552982,Government Structure
1934,6,17211,2910,635,16980,2856,629,Surety Bonds,7.614639955727566,0.8190500792179976,0.5916791980643116,1.024835881685174,Economy
1934,7,402828,64172,3769,398163,63152,3640,Agriculture,8.640966846148167,0.7304454246015181,0.4156586051750371,1.1887438478755257,Society
1934,8,405669,66691,3877,399265,65525,3807,Aliens and National and Citizenship,8.644042507842505,0.7267297443398916,0.3870291859229276,1.1443368358082202,Society
1934,9,14927,2496,463,14898,2468,463,Arbitration,7.332674963178464,0.8235368674270849,0.5682433910519821,0.8594582011879104,Society
1934,10,689885,112364,5544,682949,109913,5215,Armed Forces,8.919572113483085,0.722323125815658,0.4209591514248783,1.01805667455507,National Defense
1934,11,242518,40775,2415,235347,39602,2372,Bankruptcy,8.178717015586296,0.7294682930050965,0.5204258236424302,1.0141107976141397,Economy
1934,12,1085647,175687,4892,1063293,171497,4580,Banks and Banking,8.571327138883873,0.7048132707841742,0.4203875323145509,1.076208043569473,Economy
1934,13,19182,3089,687,18944,3022,664,Census,7.706232902119033,0.8219947189077441,0.5512053730041403,1.039649544007378,Government Structure
1934,14,109524,17888,1891,108322,17503,1843,Coast Guard,8.331332932163324,0.7680176568821679,0.55185905359939,0.9981186938016908,National Defense
1934,15,615327,98794,4854,604603,96987,4746,Commerce and Trade,8.717604421554181,0.7138265712916104,0.4241816997653756,1.245303947988945,Economy
1934,16,975282,158090,5863,965055,156187,5740,Conservation,8.778789176429962,0.703043578398385,0.4255287500189385,1.137160988536057,Society
1934,17,63387,10438,1322,62248,10175,1313,Copyrights,7.98522864021886,0.7708753278158991,0.4953972401625494,1.0502854657404266,Society
1934,18,542116,89145,4839,532994,87302,4735,Crimes and Criminal Procedure,8.637955563731733,0.7074985954102645,0.4214752000968683,1.1512607380603057,Society
1934,19,710503,114168,6621,702158,111914,6208,Customs Duties,8.98206512764169,0.7128672428247177,0.2490743799490819,1.1378701953612351,Economy
1934,20,83744,13197,1496,81920,12817,1449,Education,7.9670639948710145,0.7587071671254586,0.4784282687566101,1.112569316684607,Society
1934,21,167878,26951,2424,164973,26284,2359,Food and Drugs,8.460977887830243,0.7551774651049373,0.4305679923326069,1.2182271136364589,Society
1934,22,255400,41925,3069,252084,41201,2968,Foreign Relations and Intercourse,8.366861837407118,0.7253283137362037,0.4471920912980724,1.3472695889594473,National Defense
1934,23,54278,8486,1166,53132,8282,1154,Highways,7.979940144854418,0.7844676345024152,0.5101367361726776,1.0342780035033967,Economy
1934,24,130603,21434,2358,128900,20891,2279,Hospitals and Asylums,8.543749077468766,0.765968012649803,0.5295834171246041,1.0426314817411089,Society
1934,25,298241,49368,3541,289041,47497,3407,Indians,8.565669931658615,0.7299694043792169,0.4338497875964838,1.1109115034070405,Society
1934,26,1121356,182923,6028,1108479,180610,5842,Internal Revenue Code,8.770244928426706,0.7009328683152973,0.3411028479993717,1.06316926476309,Economy
1934,27,51826,8182,1232,51014,7933,1201,Intoxicating Liquors,8.257365054818546,0.8071699471877917,0.6169397160824149,0.9728952591935174,Society
1934,28,738789,123545,5656,724620,120887,5554,Judiciary and Judicial Procedure,8.796474729971422,0.7071512564800128,0.4350383750094392,0.9916675906028886,Society
1934,29,77292,12287,1607,75853,12020,1591,Labor,8.305215842970092,0.7808796499687211,0.4273870044156722,1.1050001839977952,Society
1934,30,182876,30705,2273,181039,30167,2216,Mineral Lands and Mining,8.333482951581107,0.7498359082900667,0.4993725323842953,1.1095177825646974,Economy
1934,31,552760,89158,4814,546301,87442,4637,Money and Finance,8.809305126168546,0.7233206730960893,0.4754182767085404,1.0855435755466345,Economy
1934,32,117770,19095,1829,116289,18701,1786,National Guard,8.115771002300534,0.7512852309582648,0.4975793845949087,1.0536709236141737,National Defense
1934,33,479397,79623,4629,473850,78366,4361,Navigation and Navigable Waters,8.811176334294462,0.7287719841053545,0.431210952700413,1.1314829601417964,Economy
1934,34,600512,99586,4998,591129,97143,4720,Navy,8.75080619298696,0.71701054380025,0.4396580663161757,1.0446034964485562,National Defense
1934,35,40024,6713,1182,38312,6426,1133,Patents,8.117397636441446,0.800064254301691,0.3983170668410285,0.9463235293719588,Economy
1934,36,81270,12554,1724,79644,12176,1658,Patriotic Societies and Observances,8.386185113371964,0.7841052930155956,0.4661136680138211,1.0945938502223689,Government Structure
1934,37,50135,8450,826,49490,8312,821,Pay and Allowances of the Uniformed Services,7.606056216017386,0.7856490969961203,0.4880787235987043,0.9797384255346484,National Defense
1934,38,722136,118775,4352,713791,117089,4247,Veterans Benefits,8.660161968719876,0.7185527593801756,0.4008476948367909,1.0593913180808556,National Defense
1934,39,417576,65997,4106,413036,64605,3919,Postal Service,8.87281349644465,0.7433489358313691,0.4911674547554518,0.991256665269107,Economy
1934,40,292322,47493,3673,287031,46305,3583,"Public Buildings, Property, and Works",8.646369782548826,0.7323117382196735,0.4880965307273946,1.0974267426176787,Economy
1934,41,29380,4775,983,29063,4723,974,Public Contracts,8.09369913234311,0.815257871726763,0.472885407295904,0.9346170726067152,Economy
1934,42,107821,17367,1876,105656,16887,1826,The Public Health and Welfare,8.213487688358423,0.7580884798589577,0.4297328708181768,1.0594385866960618,Society
1934,43,786436,130402,5107,776581,128185,4887,Public Lands,8.651121062832008,0.7059411892569791,0.5074332673081611,1.067187225572376,Economy
1934,44,164734,23732,2199,161848,23058,2095,Public Printing and Documents,8.196808222171938,0.7429534537365456,0.511349400630005,1.0561548356459172,Government Structure
1934,45,184429,29782,2594,182628,29413,2522,Railroads,8.43186263889731,0.7461592542252865,0.4297977175594837,1.1592169585554524,Economy
1934,46,711628,119125,5689,699886,116664,5482,Shipping,8.795485005089247,0.7081433505195167,0.5188320778224618,1.118536262143767,Economy
1934,47,179907,28889,2479,175931,28148,2424,Telecommunications,8.37148860052837,0.7445841016810865,0.4405823140014443,1.2013103985932034,Economy
1934,48,861134,141680,6105,847009,138786,5833,Territories and Insular Possessions,8.88484398781684,0.7102180741952987,0.2963539976004049,1.1494846174931093,National Defense
1934,49,348690,56132,3447,341040,54942,3362,Transportation,8.542449552565751,0.7291825617451538,0.4755421785784304,1.244657800271749,Economy
1934,50,165922,26902,2520,162166,26138,2428,War and National Defense,8.220047916190918,0.7309598852903215,0.4434681755410398,1.3283691254366636,National Defense
1940,1,28686,4689,801,27625,4525,778,General Provisions,7.844731245572826,0.8168509439841295,0.5665979275394949,0.9106604161715705,Government Structure
1940,2,170930,26773,2490,163383,25791,2438,The Congress,8.51245203759296,0.7565627111995573,0.4276579230193875,1.039595467854692,Government Structure
1940,3,50696,8557,1258,49644,8349,1249,The President,8.060317994306084,0.7835777702419788,0.6157843000734954,1.013707890707503,Government Structure
1940,4,2630,443,154,2149,357,130,"Flag and Seal, Seat of Government, and the States",6.37553426296914,0.907889537079038,0.7074210957301557,0.8441499748534048,Government Structure
1940,5,967113,154300,6165,946400,151366,6084,Government Organization and Employees,8.834630412602918,0.7027895833054673,0.390690259237354,1.1155196161100265,Government Structure
1940,6,22892,3745,831,22491,3649,820,Surety Bonds,7.916745677593961,0.8178895556589296,0.5916791980643116,0.9060028489277708,Economy
1940,7,1009733,160523,5865,990463,157585,5702,Agriculture,8.810779766875385,0.7061474384045004,0.4156586051750371,1.1549798458976188,Society
1940,8,514736,84889,4465,503083,82832,4369,Aliens and National and Citizenship,8.727810754387644,0.7217189847883042,0.3870291859229276,1.071625818231245,Society
1940,9,15109,2532,479,15062,2503,479,Arbitration,7.332674963178464,0.8235368674270849,0.5682433910519821,0.8632836970544685,Society
1940,10,854603,137059,6070,838935,133759,5794,Armed Forces,8.971957467671816,0.7177368470601753,0.4209591514248783,0.9955137836294556,National Defense
1940,11,613691,102802,3824,605385,101248,3715,Bankruptcy,8.261651437527739,0.6966480632239627,0.5204258236424302,1.0299485802343968,Economy
1940,12,1442311,234717,5628,1418297,230983,5387,Banks and Banking,8.614937921939935,0.695018378693554,0.4203875323145509,1.0609091163091038,Economy
1940,13,23155,3661,844,22580,3521,820,Census,7.969248752421015,0.8233137183502437,0.5512053730041403,1.0044201855168151,Government Structure
1940,14,179074,29484,2439,171849,28243,2324,Coast Guard,8.426298610641627,0.7535325927828868,0.55185905359939,0.9952891564655092,National Defense
1940,15,1366279,217127,6677,1338062,214365,6565,Commerce and Trade,8.747559797095887,0.6898391306150213,0.4241816997653756,1.2898263287381284,Economy
1940,16,1622062,260662,7974,1582828,254734,7749,Conservation,8.90510631927572,0.6892606819964584,0.4255287500189385,1.1396173982902702,Society
1940,17,72280,11726,1463,71084,11461,1445,Copyrights,8.137884309177675,0.7752689026409059,0.4953972401625494,1.0352076935272034,Society
1940,18,674820,111499,5547,663153,109502,5440,Crimes and Criminal Procedure,8.834398958141925,0.7119123737503544,0.4214752000968683,1.1214623397603558,Society
1940,19,799848,128317,7375,785277,125701,7092,Customs Duties,9.090363947913112,0.7106301141088589,0.2490743799490819,1.148626308438839,Economy
1940,20,120200,19097,1860,118536,18780,1811,Education,8.183716453609312,0.7561712075106671,0.4784282687566101,1.1366090376110445,Society
1940,21,254510,41042,3083,249340,40065,2979,Food and Drugs,8.68979453657576,0.7529751653702597,0.4305679923326069,1.1248274817590374,Society
1940,22,381661,61743,4133,375949,60837,4081,Foreign Relations and Intercourse,8.790742748330032,0.7328851594128394,0.4471920912980724,1.1202099557266574,National Defense
1940,23,79703,12730,1408,78762,12586,1403,Highways,8.076168541637955,0.7725212675484352,0.5101367361726776,0.9918304835154528,Economy
1940,24,138282,22507,2333,135891,22021,2266,Hospitals and Asylums,8.606415057134958,0.7721574960746714,0.5295834171246041,1.006075544181006,Society
1940,25,411073,67576,4162,403591,66202,4037,Indians,8.669421255548137,0.7237141778107875,0.4338497875964838,1.126321643820343,Society
1940,26,2051825,341188,7610,2021193,336245,7423,Internal Revenue Code,8.877172731158147,0.690412196934298,0.3411028479993717,1.0229481229009187,Economy
1940,27,96606,15648,1490,95676,15517,1474,Intoxicating Liquors,7.924284501305898,0.7528638862657084,0.6169397160824149,1.0656821491778543,Society
1940,28,1379075,229145,7495,1348786,224432,7436,Judiciary and Judicial Procedure,8.97617965622301,0.6979753147408774,0.4350383750094392,0.9817711831132933,Society
1940,29,170861,27399,2499,168455,27035,2467,Labor,8.514002107334504,0.7555548985048594,0.4273870044156722,1.1246369708435395,Society
1940,30,193566,31935,2418,188996,31072,2350,Mineral Lands and Mining,8.359356281954216,0.7464747338591273,0.4993725323842953,1.091767373583406,Economy
1940,31,666828,108084,5120,654462,105756,5029,Money and Finance,8.871473939121227,0.7214893991980573,0.4754182767085404,1.0715949124492483,Economy
1940,32,138156,22634,1946,136383,22241,1912,National Guard,8.168616160417786,0.7493547352066878,0.4975793845949087,1.0311355725669664,National Defense
1940,33,651194,107220,5307,637950,104900,5092,Navigation and Navigable Waters,8.892416059459231,0.722137729165327,0.431210952700413,1.1344618233188768,Economy
1940,34,832508,136786,5737,818624,134195,5548,Navy,8.825825161786867,0.709599701816378,0.4396580663161757,1.0302681324006295,National Defense
1940,35,57674,9536,1447,56781,9341,1428,Patents,8.313576311341839,0.793296815571357,0.3983170668410285,0.9832608827575022,Economy
1940,36,135018,20036,2531,129619,19114,2462,Patriotic Societies and Observances,8.841130210646277,0.7847889506401371,0.4661136680138211,1.083939529329638,Government Structure
1940,37,63095,10608,989,61822,10401,981,Pay and Allowances of the Uniformed Services,7.756780268285771,0.7805086474367341,0.4880787235987043,0.948613534179967,National Defense
1940,38,801166,131286,4897,780436,128070,4775,Veterans Benefits,8.779692845081158,0.7183935921866014,0.4008476948367909,1.041357140501347,National Defense
1940,39,500022,79204,4325,491894,77402,4181,Postal Service,8.833506944411303,0.7343122967954846,0.4911674547554518,0.980146483699106,Economy
1940,40,399647,65381,3981,392613,64129,3904,"Public Buildings, Property, and Works",8.657221106016962,0.7256233090272179,0.4880965307273946,1.0778484659631076,Economy
1940,41,109700,17774,2214,107982,17537,2184,Public Contracts,8.565405705164373,0.7721620149392452,0.472885407295904,0.9854375997101884,Economy
1940,42,380696,61318,3726,373901,60243,3648,The Public Health and Welfare,8.674341928932025,0.7330704433615348,0.4297328708181768,1.0581467941243503,Society
1940,43,918782,151676,5644,902469,148766,5421,Public Lands,8.744237875290969,0.7049335599428671,0.5074332673081611,1.0794446393741548,Economy
1940,44,227748,36425,2787,223213,35641,2715,Public Printing and Documents,8.385724921367467,0.7351554876446688,0.511349400630005,1.0626619254289362,Government Structure
1940,45,358712,58535,3278,353789,57778,3199,Railroads,8.51610865391353,0.7314104809742702,0.4297977175594837,1.1098336819331944,Economy
1940,46,1202532,196975,7053,1181934,193893,6837,Shipping,8.897360315014067,0.6984266544016333,0.5188320778224618,1.1496787063071747,Economy
1940,47,208132,33581,2658,202538,32710,2640,Telecommunications,8.421500567803736,0.7409169306540307,0.4405823140014443,1.1663050605834735,Economy
1940,48,1161683,190553,7085,1134996,186160,6846,Territories and Insular Possessions,8.938880968040792,0.701581429405626,0.2963539976004049,1.145245691782988,National Defense
1940,49,739933,119579,4579,728562,118042,4451,Transportation,8.627387610418655,0.711835724506081,0.4755421785784304,1.212830262398397,Economy
1940,50,174901,27988,2946,172175,27443,2881,War and National Defense,8.63030702003364,0.750960774547706,0.4434681755410398,1.3043992093860626,National Defense
1946,1,31074,5047,807,30356,4915,797,General Provisions,7.837486931469108,0.8131492496715952,0.5665979275394949,0.8761862674433751,Government Structure
1946,2,250586,39564,2873,247176,38911,2838,The Congress,8.567822821652952,0.746933800030267,0.4276579230193875,1.0256405757931637,Government Structure
1946,3,46085,7763,1129,45415,7634,1122,The President,7.993198303671906,0.788917405244499,0.6157843000734954,1.0058711009895298,Government Structure
1946,4,13865,2308,519,13562,2239,513,"Flag and Seal, Seat of Government, and the States",7.55075068584124,0.8387099671326634,0.7074210957301557,1.006533804447354,Government Structure
1946,5,1388612,220791,7170,1363198,217672,7121,Government Organization and Employees,8.90925639243482,0.6961518185245351,0.390690259237354,1.0989777757316064,Government Structure
1946,6,20295,3409,703,19105,3191,671,Surety Bonds,7.692866526000998,0.8192468699853922,0.5916791980643116,0.9187903521955688,Economy
1946,7,1245751,197289,6433,1224312,194155,6248,Agriculture,8.864375224220106,0.7030097208001282,0.4156586051750371,1.142220767236832,Society
1946,8,576276,94745,4596,567214,93278,4534,Aliens and National and Citizenship,8.781122464919413,0.7229302940884971,0.3870291859229276,1.0195289275523278,Society
1946,9,15987,2663,496,15934,2637,496,Arbitration,7.51851022767589,0.8330630430470317,0.5682433910519821,0.8610974426466537,Society
1946,10,1069122,174795,6493,1051335,171119,6279,Armed Forces,8.977484604514554,0.7115771672789846,0.4209591514248783,0.9799667062637704,National Defense
1946,11,939960,154302,4381,920839,151215,4290,Bankruptcy,8.402580733478928,0.6963409720487314,0.5204258236424302,1.0081622785255246,Economy
1946,12,1555541,252842,5844,1528018,248577,5602,Banks and Banking,8.652890830574183,0.6949149575155443,0.4203875323145509,1.0659052638567803,Economy
1946,13,14057,2300,572,13799,2259,564,Census,7.544503860885622,0.8254785787603753,0.5512053730041403,0.968920840921082,Government Structure
1946,14,261344,42489,3050,254350,41518,2967,Coast Guard,8.586878061926399,0.7444330281631943,0.55185905359939,0.9944009688739016,National Defense
1946,15,1577742,252633,7147,1553013,249391,6994,Commerce and Trade,8.797370933458259,0.6888066380303526,0.4241816997653756,1.2373947639368832,Economy
1946,16,1767365,281889,8350,1735024,277411,8155,Conservation,8.956399056794684,0.6893000587760139,0.4255287500189385,1.1424021147012615,Society
1946,17,107220,17052,1957,104939,16835,1914,Copyrights,8.35218908577192,0.766088948331482,0.4953972401625494,1.0037641784639724,Society
1946,18,1008052,160883,7053,985393,158271,6977,Crimes and Criminal Procedure,9.079128162387434,0.7110628174110334,0.4214752000968683,1.1743150758460197,Society
1946,19,831483,132988,7810,817477,130617,7474,Customs Duties,9.163251229713545,0.7121145396374416,0.2490743799490819,1.1334237461940246,Economy
1946,20,132066,20768,1968,129869,20424,1936,Education,8.230106769304198,0.7537512459363376,0.4784282687566101,1.13161300532091,Society
1946,21,300865,48312,3373,295339,47332,3300,Food and Drugs,8.735934048126785,0.7474116156890088,0.4305679923326069,1.101333129616367,Society
1946,22,786553,125860,5926,771182,123707,5811,Foreign Relations and Intercourse,8.842813895001779,0.7071665296908491,0.4471920912980724,1.0621539407682203,National Defense
1946,23,130985,20833,1816,128889,20530,1802,Highways,8.274289360883479,0.7650481850316229,0.5101367361726776,0.9769050862066374,Economy
1946,24,154958,25288,2477,152279,24808,2432,Hospitals and Asylums,8.609213018701498,0.765404383021825,0.5295834171246041,1.0092134161443524,Society
1946,25,453926,74411,4402,447095,73144,4294,Indians,8.709397252025706,0.7216871403519781,0.4338497875964838,1.125580750249509,Society
1946,26,2998021,492465,8671,2952328,486193,8504,Internal Revenue Code,8.891452966893025,0.6811324844024731,0.3411028479993717,0.9978714719266604,Economy
1946,27,66104,10596,1451,64807,10418,1434,Intoxicating Liquors,8.318971397095792,0.7933536921292532,0.6169397160824149,1.0850822735950942,Society
1946,28,1834911,304359,8657,1799385,298656,8578,Judiciary and Judicial Procedure,9.046579116056272,0.6923530116466009,0.4350383750094392,0.9824123248652652,Society
1946,29,401161,63388,3561,395395,62766,3518,Labor,8.694904181379398,0.7380734968857269,0.4273870044156722,1.0501716669296384,Society
1946,30,242157,39452,2827,233682,38036,2749,Mineral Lands and Mining,8.49270291991943,0.7433638929539204,0.4993725323842953,1.0822583554237986,Economy
1946,31,790770,127509,5533,778576,125466,5446,Money and Finance,8.902124106023782,0.7172780229442891,0.4754182767085404,1.066954122015512,Economy
1946,32,138397,22637,1986,135366,22062,1945,National Guard,8.19848775773523,0.750395579725848,0.4975793845949087,1.0258060721853193,National Defense
1946,33,721613,118089,5554,706414,115566,5355,Navigation and Navigable Waters,8.936885979821483,0.7214921653357743,0.431210952700413,1.1355515018722235,Economy
1946,34,1076672,176308,6484,1060255,173409,6331,Navy,8.899999798466128,0.704770857126107,0.4396580663161757,1.017095347663613,National Defense
1946,35,320854,52285,3528,313047,51197,3471,Patents,8.55009025704921,0.7269782877790191,0.3983170668410285,1.0066106613811532,Economy
1946,36,175163,26370,3030,167598,25196,2950,Patriotic Societies and Observances,8.949218190578094,0.776403833020898,0.4661136680138211,1.0973860678524323,Government Structure
1946,37,179550,29839,1959,176246,29354,1919,Pay and Allowances of the Uniformed Services,8.315857525899341,0.7624932644632841,0.4880787235987043,0.936287060354346,National Defense
1946,38,1158608,187153,5718,1134937,184018,5637,Veterans Benefits,8.832845465808777,0.7088556071771266,0.4008476948367909,1.027579098548777,National Defense
1946,39,594578,93811,4670,584264,91878,4557,Postal Service,8.95586678084288,0.736873750646796,0.4911674547554518,1.0033169248702845,Economy
1946,40,499454,79684,4429,489122,78339,4387,"Public Buildings, Property, and Works",8.757494349183052,0.7238185472461445,0.4880965307273946,1.0665488157303151,Economy
1946,41,410977,64092,3789,404892,63356,3751,Public Contracts,8.748744065050829,0.7368567495118805,0.472885407295904,1.0039016826601774,Economy
1946,42,745833,119093,4967,734115,117315,4888,The Public Health and Welfare,8.811538207429457,0.7190140893779894,0.4297328708181768,1.0636075818290809,Society
1946,43,1063788,175571,5693,1047203,172751,5509,Public Lands,8.719559925128294,0.7016300527049093,0.5074332673081611,1.0561650825950262,Economy
1946,44,260198,41486,3015,256137,40649,2936,Public Printing and Documents,8.494044193968701,0.737353507309942,0.511349400630005,1.0723363978852425,Government Structure
1946,45,456521,74552,3601,449002,73497,3557,Railroads,8.603794456487517,0.7293548410168913,0.4297977175594837,1.1111951399137197,Economy
1946,46,1328013,219266,7276,1310598,216421,7129,Shipping,8.89679955914724,0.6950904860884096,0.5188320778224618,1.1143994382563376,Economy
